ln_seq_number,Ln,credit_score,first_time_homebuyer_flag,mi_percent,unit_cnt,occupancy_status,orig_cltv,orig_debt_to_inc,orig_ltv,orig_int_rate,property_st,property_type,ln_purpose,curr_ln_delq_stas
F112Q2011934,726,742,N,0,1,P,86,22,77,4,IL,SF,N,0
F112Q2012055,727,654,N,0,1,P,89,45,34,4,NJ,SF,N,0
F112Q2012075,728,758,Y,0,1,P,80,39,80,4,IL,SF,P,0
F112Q2009640,729,805,N,0,1,P,68,14,68,4,MA,SF,C,0
F112Q2011518,730,751,N,0,1,P,73,19,73,4,CA,SF,N,0
F112Q2010665,731,734,Y,0,1,P,90,24,80,4,MA,CO,P,0
F112Q2010649,732,792,N,0,1,P,74,10,74,4,CA,SF,N,0
F112Q2011838,733,781,N,0,1,P,80,31,80,5,NH,CO,P,0
F112Q2010250,734,796,N,0,1,P,73,42,73,4,NJ,SF,N,0
F112Q2012480,735,715,N,0,1,P,51,19,51,4,MA,SF,C,0
F112Q2012097,736,799,N,0,1,P,65,27,65,4,IN,SF,N,0
F112Q2009973,737,765,Y,30,1,P,95,14,95,4,WA,SF,P,0
F112Q2009461,738,811,N,25,1,P,89,23,89,4,ME,SF,N,0
F112Q2012218,739,726,N,0,1,P,93,42,76,4,MI,SF,N,0
F112Q2009515,740,766,N,0,1,P,49,21,49,4,MO,SF,N,0
F112Q2009228,741,693,N,0,1,P,46,43,46,4,MA,SF,C,0
F112Q2008770,742,764,N,30,1,P,94,35,94,4,IL,CO,N,0
F112Q2011520,743,742,N,0,1,P,62,29,62,4,MI,SF,P,0
F112Q2011789,744,733,N,25,1,P,90,24,90,4,WI,SF,N,0
F112Q2012192,745,786,N,0,1,S,80,22,80,4,MA,SF,P,0
F112Q2008177,746,713,Y,12,1,P,84,27,84,4,MA,SF,P,1
F112Q2011449,747,714,N,0,1,P,79,14,79,4,NY,SF,N,0
F112Q2010422,748,809,N,0,1,P,40,13,40,4,MN,SF,N,0
F112Q2010010,749,750,N,0,1,P,80,35,80,4,OH,SF,C,0
F112Q2009952,750,755,N,0,1,P,90,41,62,4,MN,SF,N,0
F112Q2010732,751,773,Y,12,1,P,85,30,85,4,MA,SF,P,0
F112Q2008091,752,805,N,0,1,P,80,47,80,4,FL,PU,P,0
F112Q2010754,753,753,N,0,1,P,77,27,77,4,IN,SF,P,0
F112Q2008597,754,806,N,0,1,P,60,40,60,4,OR,SF,N,0
F112Q2012971,755,797,N,0,1,P,33,30,33,4,CA,SF,N,0
F112Q2011063,756,765,N,0,1,P,77,32,77,4,GA,SF,N,0
F112Q2008031,757,781,N,0,1,P,70,24,70,4,LA,SF,P,0
F112Q2011094,758,719,N,0,1,P,80,41,80,4,KY,PU,P,0
F112Q2008793,759,798,N,0,1,P,33,15,33,4,CA,SF,C,0
F112Q2009861,760,761,N,0,1,P,76,45,68,4,CT,SF,C,0
F112Q2011580,761,752,N,0,1,P,80,45,80,5,KY,SF,C,0
F112Q2009671,762,723,N,30,1,P,95,37,95,4,CA,CO,P,0
F112Q2009175,763,709,N,0,1,P,77,41,77,4,MA,SF,N,0
F112Q2012962,764,797,N,0,1,P,76,47,76,4,IL,SF,N,0
F112Q2008888,765,798,N,0,1,P,38,45,38,4,CA,PU,C,0
F112Q2009359,766,807,N,0,1,P,64,41,64,4,CT,SF,C,0
F112Q2012389,767,798,N,0,1,P,54,30,54,4,CA,SF,N,0
F112Q2008018,768,812,N,0,1,S,80,41,80,4,WI,SF,N,0
F112Q2010192,769,727,N,0,1,P,73,29,73,4,IL,SF,N,0
F112Q2008275,770,706,N,0,1,P,80,29,80,4,CA,SF,P,0
F112Q2011369,771,783,N,0,1,P,69,40,69,4,NY,SF,P,0
F112Q2012127,772,760,N,0,1,P,80,44,73,4,TX,PU,P,0
F112Q2010272,773,799,N,0,1,P,78,41,78,4,OR,SF,N,0
F112Q2012567,774,688,N,0,1,P,69,37,69,4,MO,PU,N,0
F112Q2009965,775,785,N,0,1,P,80,34,80,4,OR,PU,P,0
F112Q2008589,776,812,N,0,1,P,55,10,55,4,PA,SF,N,0
F112Q2010456,777,778,N,0,1,P,33,33,33,4,CA,SF,N,0
F112Q2010025,778,712,N,0,1,P,80,42,80,4,KY,SF,N,0
F112Q2011815,779,712,N,30,1,P,95,27,95,4,NY,SF,N,0
F112Q2012092,780,798,N,0,1,P,47,29,47,4,VA,PU,N,0
F112Q2012519,781,803,N,0,1,S,67,44,67,4,FL,PU,P,0
F112Q2008213,782,809,N,0,1,P,41,20,41,4,CA,SF,N,0
F112Q2008151,783,742,N,0,1,P,87,25,70,4,CO,PU,N,1
F112Q2012929,784,673,N,0,1,P,68,43,68,4,CA,PU,N,0
F112Q2009164,785,741,Y,25,1,P,90,15,90,4,IL,SF,P,0
F112Q2008837,786,818,N,0,1,P,80,30,80,4,NV,SF,P,0
F112Q2012034,787,787,N,0,1,S,80,42,80,4,KY,SF,P,0
F112Q2010282,788,727,N,0,1,P,74,16,74,4,OH,SF,N,0
F112Q2008184,789,711,Y,0,1,P,80,24,80,4,IN,SF,P,1
F112Q2012392,790,718,N,0,1,P,80,38,80,4,VA,PU,N,0
F112Q2008080,791,756,N,0,1,P,80,35,80,4,ME,SF,C,0
F112Q2010645,792,797,N,0,1,P,75,44,75,4,HI,CO,N,0
F112Q2012586,793,799,Y,30,1,P,95,43,95,5,RI,CO,P,0
F112Q2008977,794,678,N,0,1,P,75,18,75,4,UT,SF,N,0
F112Q2011895,795,710,N,0,1,P,80,34,80,5,IL,SF,C,0
F112Q2009510,796,749,N,0,1,S,58,9,58,4,WA,PU,P,0
F112Q2008744,797,677,N,0,1,S,80,39,80,5,MO,CO,P,0
F112Q2010741,798,796,N,0,1,P,76,19,76,4,KS,SF,N,0
F112Q2009626,799,726,N,25,1,P,90,44,90,4,OH,SF,P,0
F112Q2009635,800,777,N,30,1,P,94,36,94,5,IL,SF,N,0
F112Q2012024,801,713,N,0,1,P,80,39,80,4,CO,SF,P,0
F112Q2010212,802,787,N,0,1,P,68,35,56,4,MA,SF,N,0
F112Q2010845,803,737,N,0,1,P,60,34,60,4,CA,SF,C,0
F112Q2012082,804,802,N,0,1,P,80,32,80,4,OH,PU,N,0
F112Q2008433,805,725,N,0,1,P,80,37,80,4,WI,SF,N,0
F112Q2009323,806,804,N,0,1,P,49,34,49,4,FL,SF,C,0
F112Q2012787,807,766,N,0,1,P,80,31,80,4,ME,SF,P,0
F112Q2012167,808,811,N,0,1,S,75,7,75,4,MA,SF,P,0
F112Q2012560,809,733,Y,0,1,P,80,43,80,4,IL,SF,P,0
F112Q2012740,810,730,N,0,1,P,36,31,36,4,OK,PU,P,0
F112Q2008946,811,803,N,0,1,P,80,25,80,4,PA,SF,N,0
F112Q2009831,812,816,N,0,1,P,66,19,66,4,WI,CO,N,0
F112Q2011317,813,745,Y,0,1,P,80,44,80,4,TN,PU,P,0
F112Q2012081,814,787,N,0,1,P,74,26,74,4,KY,SF,N,0
F112Q2008171,815,806,N,0,1,P,80,19,80,4,PA,PU,P,1
F112Q2011394,816,790,N,30,1,P,94,31,94,4,KS,PU,P,0
F112Q2009365,817,747,N,25,1,P,86,31,86,4,NY,SF,N,0
F112Q2012134,818,798,N,0,1,P,72,38,55,4,TN,PU,N,0
F112Q2009753,819,786,N,30,1,P,95,31,95,4,OH,PU,N,0
F112Q2012426,820,806,N,0,1,P,80,44,80,4,NH,SF,N,0
F112Q2012427,821,726,N,0,1,P,78,38,78,4,PA,PU,C,0
F112Q2009719,822,778,N,0,1,P,75,31,47,4,MA,SF,P,0
F112Q2011599,823,778,N,12,1,S,85,40,85,4,MI,SF,P,0
F112Q2008098,824,762,N,25,1,P,90,30,90,4,MN,SF,P,0
F112Q2010925,825,802,Y,30,1,P,95,19,95,4,FL,PU,P,0
F112Q2010908,826,730,N,0,1,I,61,21,61,4,OH,SF,N,0
F112Q2009571,827,706,N,0,1,P,80,30,80,5,CA,SF,P,0
F112Q2009286,828,805,N,0,1,P,80,40,80,4,IL,SF,N,0
F112Q2010942,829,776,N,0,1,P,76,42,76,4,MI,SF,P,0
F112Q2012325,830,721,N,0,1,P,80,34,80,4,IN,SF,C,0
F112Q2012821,831,725,N,0,1,P,74,43,74,4,NY,SF,N,0
F112Q2009867,832,769,N,0,1,P,80,34,80,4,CA,CO,N,0
F112Q2009654,833,801,N,0,1,P,73,8,73,4,OH,SF,C,0
F112Q2008644,834,804,N,0,2,P,53,29,53,4,MA,SF,N,0
F112Q2010532,835,761,N,25,1,P,90,34,90,4,NY,SF,N,0
F112Q2011207,836,725,N,0,1,P,44,45,44,5,OH,SF,C,0
F112Q2011419,837,771,N,0,1,P,46,44,46,4,CA,SF,C,0
F112Q2012884,838,727,N,0,1,P,67,43,67,4,CT,SF,C,0
F112Q2011483,839,797,N,0,1,S,60,49,60,4,NY,SF,P,0
F112Q2012105,840,784,N,0,1,P,38,32,38,4,HI,SF,C,0
F112Q2012370,841,786,N,0,1,P,80,39,80,4,MD,PU,P,0
F112Q2011955,842,747,N,0,1,P,69,25,69,4,AZ,PU,N,0
F112Q2012635,843,688,N,0,1,P,77,33,77,5,AK,SF,N,0
F112Q2011778,844,783,N,0,1,P,80,47,80,4,CA,SF,P,0
F112Q2011041,845,774,Y,30,1,P,95,36,95,4,OH,PU,P,0
F112Q2011328,846,756,Y,0,1,P,80,34,80,4,OH,SF,P,0
F112Q2012675,847,711,N,0,1,P,60,26,60,4,IL,SF,C,0
F112Q2008168,848,693,N,0,1,P,80,35,80,4,VA,SF,P,1
F112Q2011960,849,803,N,0,1,P,80,31,80,4,NJ,SF,C,0
F112Q2011597,850,684,N,0,1,P,70,45,70,4,GA,SF,N,0
F112Q2009975,851,754,N,0,1,P,75,28,75,4,WI,SF,C,0
F112Q2012050,852,790,N,0,1,P,90,18,80,4,CO,SF,P,0
F112Q2012983,853,788,N,0,1,P,61,30,49,4,VA,SF,N,0
F112Q2011621,854,730,N,0,1,P,80,46,80,4,IA,SF,P,0
F112Q2012578,855,799,N,0,1,P,80,19,80,4,MN,SF,P,0
F112Q2009673,856,759,N,0,1,P,80,39,80,4,CA,SF,C,0
F112Q2009402,857,795,N,0,1,P,59,22,59,4,OK,PU,P,0
F112Q2010937,858,787,N,0,1,I,69,40,69,4,OH,SF,N,0
F112Q2010148,859,800,N,0,1,P,80,11,80,4,TX,PU,P,0
F112Q2009532,860,781,N,0,1,P,80,26,80,4,TX,PU,P,0
F112Q2012434,861,744,N,0,1,P,80,44,80,4,NY,SF,C,0
F112Q2008794,862,783,N,0,1,P,44,35,44,4,CA,SF,N,0
F112Q2011530,863,756,N,0,1,P,80,26,80,4,CA,SF,N,0
F112Q2009052,864,751,N,0,1,P,75,21,75,4,MO,SF,C,0
F112Q2012117,865,739,N,0,1,P,75,29,75,4,KY,SF,N,1
F112Q2010268,866,791,N,0,1,I,80,33,80,5,WI,CO,P,1
F112Q2009137,867,802,N,0,1,P,72,26,72,4,NM,PU,P,0
F112Q2010577,868,816,Y,0,1,P,80,15,80,4,WA,SF,P,0
F112Q2011488,869,730,Y,30,1,P,92,18,92,4,KY,PU,P,0
F112Q2009946,870,699,N,0,1,P,72,47,72,4,CA,SF,N,0
F112Q2009755,871,809,N,0,1,P,74,29,63,4,OH,SF,N,0
F112Q2010487,872,707,N,0,1,P,80,44,80,4,UT,SF,P,0
F112Q2009197,873,801,N,0,1,P,57,25,57,4,MA,SF,C,0
F112Q2012775,874,706,N,0,1,S,80,47,80,4,CA,SF,P,0
F112Q2008790,875,803,N,0,1,P,80,24,80,4,IL,SF,C,0
F112Q2010074,876,752,N,0,1,P,78,36,78,4,CT,SF,N,0
F112Q2012909,877,741,N,0,1,P,80,32,80,4,WI,PU,P,0
F112Q2008701,878,793,N,0,1,P,38,14,38,4,MA,SF,N,0
F112Q2011159,879,726,N,30,1,P,95,29,95,4,OH,SF,P,0
F112Q2008223,880,799,N,25,1,P,90,48,90,4,KS,PU,P,0
F112Q2008129,881,787,N,0,1,P,56,6,56,4,OH,SF,N,1
F112Q2010824,882,823,N,0,1,P,54,25,54,4,OH,SF,N,0
F112Q2010491,883,800,N,0,1,P,77,26,77,4,PA,SF,N,0
F112Q2008674,884,797,N,0,1,P,80,32,80,4,WI,SF,P,0
F112Q2008381,885,775,N,0,1,P,80,28,80,4,OR,SF,C,0
F112Q2009911,886,683,N,0,1,P,48,31,48,4,CA,SF,C,0
F112Q2009244,887,681,N,0,1,P,72,31,72,4,IL,SF,N,0
F112Q2008475,888,772,N,0,1,P,80,17,80,4,WI,SF,N,0
F112Q2008765,889,726,Y,25,1,P,90,44,90,4,WI,SF,P,0
F112Q2010558,890,778,N,0,1,P,46,39,46,4,IN,SF,N,0
F112Q2011823,891,799,N,0,1,P,72,47,72,4,FL,PU,N,0
F112Q2012487,892,760,N,0,1,P,80,38,80,4,WI,SF,C,0
F112Q2009761,893,668,N,0,1,P,79,42,79,5,ME,SF,N,0
F112Q2010498,894,724,N,0,1,P,54,36,54,4,MA,SF,C,0
F112Q2008146,895,793,N,0,1,P,80,26,80,4,CO,SF,C,1
F112Q2012421,896,820,N,0,1,P,80,30,80,4,CA,PU,N,0
F112Q2012996,897,741,Y,25,1,P,87,28,87,4,IN,SF,P,0
F112Q2010359,898,764,N,0,1,P,80,15,80,4,UT,SF,C,0
F112Q2009738,899,761,N,0,2,I,60,45,60,5,CA,SF,C,0
F112Q2011503,900,796,N,25,1,P,90,21,90,4,KY,SF,N,0
F112Q2009000,901,794,N,0,1,S,57,25,57,4,NH,SF,N,0
F112Q2011650,902,760,N,0,1,P,47,11,47,4,AR,SF,N,0
F112Q2011485,903,783,N,30,1,P,95,45,95,4,OH,PU,P,0
F112Q2011507,904,712,N,0,1,P,60,16,60,4,IN,SF,P,0
F112Q2009486,905,730,N,30,1,P,95,44,95,4,OK,SF,N,0
F112Q2011625,906,746,N,0,1,P,78,42,78,4,NJ,SF,C,0
F112Q2011192,907,732,Y,30,1,P,95,30,95,4,NC,PU,P,0
F112Q2011411,908,812,N,0,1,P,45,18,45,4,OH,SF,N,0
F112Q2008594,909,625,N,0,1,P,80,19,80,4,IL,SF,P,0
F112Q2009928,910,801,N,0,1,P,75,30,75,4,CO,SF,C,0
F112Q2012961,911,777,N,0,1,P,80,22,80,4,TX,PU,N,0
F112Q2009714,912,780,N,0,1,I,68,37,68,5,WA,SF,N,0
F112Q2011286,913,795,N,0,1,P,74,14,74,4,IN,PU,C,0
F112Q2009545,914,783,N,0,1,P,77,20,77,4,MO,PU,N,0
F112Q2008621,915,722,N,0,1,P,75,39,75,4,MA,CO,C,0
F112Q2009193,916,765,N,0,1,P,80,19,80,4,TX,PU,P,0
F112Q2011893,917,780,N,0,1,P,82,21,61,4,TX,SF,N,0
F112Q2010327,918,709,N,25,1,P,89,33,89,5,CA,SF,P,0
F112Q2012642,919,783,N,0,1,P,66,32,66,4,CA,SF,N,0
F112Q2009491,920,779,N,0,1,P,42,30,42,4,VT,SF,N,0
F112Q2012114,921,812,N,0,1,P,48,39,48,4,MA,CO,N,0
F112Q2008246,922,686,N,0,1,P,76,42,76,4,AK,SF,C,0
F112Q2012213,923,780,Y,30,1,P,95,32,95,4,MN,CO,P,0
F112Q2011460,924,747,Y,30,1,P,95,31,95,4,MT,SF,P,0
F112Q2010065,925,789,N,0,1,P,80,43,80,4,TX,PU,P,0
F112Q2010493,926,741,N,0,1,P,55,44,55,4,NJ,SF,P,0
F112Q2011037,927,794,Y,25,1,P,90,21,90,4,FL,PU,P,0
F112Q2012056,928,716,N,0,2,P,52,46,47,4,NY,SF,N,0
F112Q2010463,929,729,N,0,1,P,68,37,68,4,TN,PU,C,0
F112Q2009205,930,778,N,0,1,P,79,33,79,4,VA,PU,C,0
F112Q2008097,931,785,Y,0,1,P,80,42,80,4,NJ,PU,P,0
F112Q2012588,932,791,Y,0,1,P,80,36,80,4,VA,PU,P,0
F112Q2011375,933,768,N,0,1,P,80,25,75,4,IN,SF,C,0
F112Q2008063,934,694,N,0,1,P,69,44,69,4,TX,PU,P,0
F112Q2010355,935,754,N,0,1,P,71,43,71,4,MA,SF,C,0
F112Q2010856,936,817,N,0,1,P,58,38,58,4,ME,SF,N,0
F112Q2010805,937,762,N,0,1,P,52,33,52,4,MD,PU,C,0
F112Q2011038,938,792,N,12,1,P,85,29,85,4,OH,SF,P,0
F112Q2012760,939,806,N,0,1,S,52,19,52,4,VT,SF,N,0
F112Q2008519,940,801,N,0,1,P,57,16,57,4,VT,SF,N,0
F112Q2012503,941,775,N,0,1,P,87,44,77,4,OH,SF,N,0
F112Q2008268,942,755,N,0,1,P,54,18,54,4,ID,SF,C,0
F112Q2011032,943,798,N,0,1,P,71,43,60,4,IL,SF,N,0
F112Q2010864,944,708,N,0,1,P,58,48,58,4,IL,SF,N,0
F112Q2010287,945,793,N,0,1,P,80,35,80,4,OH,SF,P,0
F112Q2012541,946,786,N,12,1,P,83,36,83,4,MI,SF,N,0
F112Q2008847,947,807,N,0,1,P,63,46,63,4,IL,SF,N,0
F112Q2009697,948,775,N,0,1,P,80,23,80,4,AR,SF,C,0
F112Q2011259,949,782,N,0,1,P,80,17,80,4,KY,SF,N,0
F112Q2010423,950,796,N,0,1,P,80,23,80,5,TX,SF,C,0
F112Q2012349,951,776,N,0,1,P,71,34,71,4,CA,SF,N,0
F112Q2009862,952,691,N,0,1,P,80,34,80,4,MN,SF,C,0
F112Q2012528,953,814,N,0,1,P,80,34,67,4,MD,SF,P,0
F112Q2011329,954,759,N,0,1,P,75,49,75,4,FL,CO,C,0
F112Q2008489,955,674,N,0,1,P,69,35,69,4,NY,SF,N,0
F112Q2008915,956,720,Y,30,1,P,95,40,95,4,MT,PU,P,0
F112Q2009062,957,796,Y,30,1,P,95,28,95,4,MN,SF,P,0
F112Q2010903,958,740,Y,0,1,P,75,44,75,4,FL,CO,P,0
F112Q2012337,959,796,N,0,1,S,80,22,80,4,WI,SF,P,0
F112Q2009013,960,730,Y,25,1,P,88,23,88,4,RI,SF,P,0
F112Q2012957,961,785,Y,25,1,P,88,40,88,4,TX,PU,P,0
F112Q2010687,962,742,N,25,1,P,88,41,88,4,KY,SF,N,0
F112Q2010869,963,767,N,0,1,I,60,42,60,4,WI,SF,N,0
F112Q2012244,964,752,N,0,1,P,80,24,80,4,MA,SF,N,0
F112Q2011771,965,776,N,0,1,I,75,39,75,5,CA,SF,C,0
F112Q2012398,966,672,Y,0,1,P,80,33,80,5,NH,SF,P,0
F112Q2012300,967,727,N,0,1,I,75,9,75,5,NH,SF,C,0
F112Q2010073,968,777,N,25,1,P,90,42,90,4,NY,SF,P,0
F112Q2010320,969,781,N,0,1,P,57,25,57,4,CA,SF,N,1
F112Q2011577,970,681,N,0,1,P,78,32,78,4,MI,SF,N,0
F112Q2009591,971,771,N,0,1,P,70,37,70,4,VA,PU,N,0
F112Q2010361,972,681,N,0,1,P,66,41,66,4,IL,SF,P,0
F112Q2008969,973,686,N,0,1,P,80,38,80,5,WI,SF,C,0
F112Q2011722,974,788,N,0,1,P,80,44,80,4,CO,PU,P,0
F112Q2010226,975,763,N,0,1,P,75,37,75,4,NJ,CO,N,0
F112Q2012745,976,746,N,0,1,I,80,35,80,5,CA,SF,P,0
F112Q2008076,977,792,N,0,1,P,78,32,78,4,WV,PU,N,0
F112Q2010035,978,796,N,30,1,P,95,39,95,4,GA,PU,P,0
F112Q2011585,979,781,N,0,1,I,53,26,53,4,GA,SF,P,0
F112Q2012334,980,816,N,0,1,P,77,29,77,4,NJ,SF,N,0
F112Q2012689,981,755,N,0,1,P,82,34,67,4,IA,SF,N,0
F112Q2011654,982,743,N,0,1,P,61,28,61,4,MD,PU,N,0
F112Q2010729,983,791,N,0,1,P,75,23,75,4,MA,CO,N,0
F112Q2009016,984,803,N,0,1,S,71,47,71,4,NJ,SF,N,0
F112Q2010069,985,742,N,0,1,P,40,43,40,4,CA,SF,C,0
F112Q2009438,986,748,N,0,1,I,75,33,75,5,TX,PU,N,0
F112Q2010850,987,736,N,0,1,P,80,38,80,4,IN,SF,N,0
F112Q2011686,988,697,N,0,1,P,65,27,65,4,NC,SF,N,0
F112Q2010218,989,775,N,0,1,P,80,34,80,4,IL,SF,N,0
F112Q2008565,990,700,N,0,1,P,72,36,72,4,CT,SF,N,0
F112Q2011054,991,784,N,25,1,P,90,28,90,4,OH,SF,P,0
F112Q2009754,992,776,N,0,1,P,78,15,78,4,OH,SF,N,0
F112Q2010533,993,671,N,25,1,P,88,44,88,5,SC,SF,N,0
F112Q2010344,994,796,N,30,1,P,95,36,95,4,VT,SF,P,0
F112Q2010177,995,811,N,0,1,P,33,22,33,4,PA,SF,N,0
F112Q2008399,996,813,N,0,1,P,70,20,65,4,CA,CO,C,0
F112Q2010508,997,787,N,0,1,P,75,41,74,4,VT,SF,N,0
F112Q2012457,998,758,Y,25,1,P,90,28,90,4,VA,SF,P,0
F112Q2012561,999,767,N,30,1,P,95,20,95,4,KS,SF,N,0
F112Q2011898,1000,730,N,30,1,P,95,35,95,4,NY,SF,P,0
F112Q2009551,1001,795,N,0,1,P,80,23,80,4,OR,SF,N,0
F112Q2010832,1002,805,N,0,1,P,90,35,80,4,OH,SF,N,0
F112Q2010174,1003,808,N,0,1,P,71,30,71,4,CA,SF,N,0
F112Q2008758,1004,707,N,0,1,P,74,33,74,4,VT,SF,C,0
F112Q2009927,1005,809,N,0,1,P,67,41,67,4,CA,PU,N,0
F112Q2009078,1006,790,N,0,1,P,50,50,50,4,NH,SF,C,0
F112Q2008196,1007,795,N,0,1,P,64,14,64,4,KY,PU,N,0
F112Q2010095,1008,718,N,0,1,P,52,35,52,4,OR,SF,C,0
F112Q2010963,1009,724,N,0,1,P,78,28,78,4,OH,PU,C,0
F112Q2009309,1010,815,N,0,1,P,80,40,80,4,MO,PU,P,0
F112Q2010778,1011,767,N,0,1,P,72,15,72,4,CT,SF,C,0
F112Q2008468,1012,772,N,0,1,P,79,39,79,4,CA,SF,C,0
F112Q2009604,1013,790,N,0,1,P,80,49,80,4,MN,PU,P,0
F112Q2011452,1014,793,N,0,1,P,59,20,59,4,VT,SF,N,0
F112Q2009251,1015,681,N,0,1,P,79,32,79,4,IL,SF,N,0
F112Q2008274,1016,758,Y,30,1,P,95,31,95,4,OH,SF,P,0
F112Q2009940,1017,757,N,12,1,P,85,18,85,4,WI,SF,P,0
F112Q2011056,1018,742,N,0,1,P,52,35,52,4,IL,SF,C,0
F112Q2008743,1019,717,N,0,1,P,90,33,54,4,CO,PU,P,0
F112Q2009835,1020,706,N,0,1,P,80,34,80,4,WI,SF,P,0
F112Q2008683,1021,726,N,0,1,S,80,42,80,4,RI,SF,P,0
F112Q2011616,1022,655,N,0,1,P,74,29,74,5,OK,SF,C,0
F112Q2010902,1023,708,N,0,1,P,73,25,73,4,FL,SF,C,0
F112Q2011635,1024,752,N,0,1,P,89,38,41,4,IN,SF,N,0
F112Q2012741,1025,716,N,0,1,S,75,34,75,4,CO,CO,P,0
F112Q2008106,1026,766,N,12,1,P,83,34,83,4,MA,SF,N,0
F112Q2012357,1027,809,N,0,1,I,40,27,40,4,CA,SF,N,0
F112Q2008653,1028,784,N,0,1,P,58,30,58,4,OR,SF,C,0
F112Q2008605,1029,797,N,0,1,P,48,38,48,4,IL,SF,C,0
F112Q2012819,1030,806,N,0,1,P,78,34,78,4,OH,SF,N,0
F112Q2011014,1031,709,Y,0,1,P,80,27,80,4,OH,PU,P,0
F112Q2012743,1032,803,N,0,1,P,72,34,72,4,CT,SF,C,0
F112Q2012250,1033,741,N,0,1,P,80,25,80,4,IA,SF,P,0
F112Q2012149,1034,772,N,12,1,P,85,31,85,4,MN,CO,P,0
F112Q2011879,1035,775,N,0,1,P,77,20,77,4,NC,SF,N,0
F112Q2009871,1036,796,N,0,1,P,80,18,80,4,CO,SF,N,0
F112Q2012858,1037,777,N,0,1,P,80,26,80,4,MI,SF,P,0
F112Q2012527,1038,801,N,0,1,P,57,26,57,4,MD,SF,N,0
F112Q2012441,1039,729,N,0,1,P,70,50,70,4,MA,SF,C,0
F112Q2009258,1040,776,N,0,1,P,73,35,73,4,CA,SF,N,0
F112Q2010546,1041,735,N,0,1,P,80,45,80,5,KS,PU,C,0
F112Q2009212,1042,807,Y,0,1,P,53,17,53,4,IL,CO,P,0
F112Q2008441,1043,794,N,0,1,P,90,30,75,4,IL,CO,P,0
F112Q2010374,1044,811,N,0,1,P,38,28,38,4,MA,SF,N,0
F112Q2011023,1045,790,N,0,1,S,80,27,80,4,FL,SF,P,0
F112Q2008850,1046,693,Y,0,1,P,80,32,80,5,FL,SF,P,0
F112Q2011076,1047,794,N,0,1,P,75,33,75,4,KY,PU,C,0
F112Q2012546,1048,773,N,30,1,P,95,18,95,4,MI,PU,P,0
F112Q2010217,1049,679,N,0,1,P,79,21,79,4,IA,SF,P,0
F112Q2010945,1050,729,Y,25,1,P,90,23,90,4,OH,SF,P,0
F112Q2009172,1051,751,N,0,1,P,80,21,80,4,VA,PU,P,0
F112Q2010165,1052,720,N,25,1,P,89,28,89,5,MO,SF,N,1
F112Q2011664,1053,750,N,0,1,S,80,19,80,4,FL,SF,P,0
F112Q2009696,1054,703,N,0,1,P,61,31,61,4,CA,SF,C,0
F112Q2011075,1055,809,N,0,1,P,80,23,80,4,MI,SF,P,0
F112Q2010668,1056,749,N,30,1,P,90,38,90,4,MO,SF,P,0
F112Q2011575,1057,796,N,0,1,I,80,37,80,5,AZ,PU,P,0
F112Q2011582,1058,783,N,0,1,P,60,44,60,4,NC,SF,C,0
F112Q2008278,1059,763,N,0,1,P,75,44,75,4,OH,CO,C,0
F112Q2010195,1060,795,N,30,1,P,95,27,95,4,CA,SF,N,0
F112Q2010855,1061,680,N,30,1,P,95,32,95,4,RI,SF,P,0
F112Q2008607,1062,716,N,0,1,P,72,45,55,4,MA,SF,N,0
F112Q2012059,1063,770,N,0,1,P,70,43,54,4,CA,SF,N,0
F112Q2010249,1064,774,N,30,1,P,93,33,93,4,MA,SF,N,0
F112Q2011086,1065,786,N,0,1,P,88,24,75,4,KY,PU,N,0
F112Q2012749,1066,729,N,0,1,P,48,23,48,4,ME,SF,N,0
F112Q2011560,1067,736,Y,25,1,P,90,24,90,4,PA,SF,P,0
F112Q2009213,1068,808,N,0,1,P,51,17,51,4,VT,SF,N,0
F112Q2011178,1069,779,N,0,1,P,85,24,74,4,IN,PU,N,0
F112Q2012226,1070,777,N,0,1,P,80,26,80,4,MA,SF,C,0
F112Q2012131,1071,784,N,30,1,P,95,35,95,4,MN,SF,P,0
F112Q2010238,1072,708,N,0,1,P,76,34,76,5,NJ,SF,C,0
F112Q2012180,1073,728,N,0,1,P,78,30,78,4,WI,SF,N,0
F112Q2009236,1074,759,N,0,1,P,60,37,60,4,MO,PU,C,0
F112Q2008601,1075,796,N,0,1,P,75,17,75,4,IL,SF,N,0
F112Q2009493,1076,766,N,25,1,P,90,36,90,4,TX,SF,P,0
F112Q2010034,1077,756,N,0,1,P,70,33,70,4,CA,SF,C,0
F112Q2009199,1078,707,N,0,1,P,68,32,68,4,IL,SF,N,0
F112Q2012768,1079,732,N,0,1,P,80,30,80,4,PA,SF,P,0
F112Q2010657,1080,732,N,25,1,P,95,29,95,4,PA,SF,P,0
F112Q2009100,1081,795,N,0,1,P,72,17,72,4,WI,SF,N,0
F112Q2009893,1082,753,N,0,1,P,80,34,80,4,NM,SF,P,0
F112Q2008352,1083,698,N,0,1,S,75,44,75,4,MI,SF,C,0
F112Q2009077,1084,714,N,0,1,P,76,42,74,4,MO,PU,N,0
F112Q2009301,1085,746,N,0,1,P,65,16,60,4,WI,CO,N,0
F112Q2011392,1086,797,N,30,1,P,95,31,95,4,OH,SF,N,0
