ln_seq_number,Ln,credit_score,first_time_homebuyer_flag,mi_percent,unit_cnt,occupancy_status,orig_cltv,orig_debt_to_inc,orig_ltv,orig_int_rate,property_st,property_type,ln_purpose,curr_ln_delq_stas
F112Q2012864,2503,754,N,30,1,P,93,20,93,4,ME,SF,N,0
F112Q2010429,2504,665,N,30,1,P,95,36,95,4,VT,SF,P,0
F112Q2010494,2505,773,N,30,1,P,95,28,95,4,NC,SF,P,0
F112Q2011534,2506,803,N,25,1,P,90,37,90,4,AK,SF,N,0
F112Q2010351,2507,823,N,0,1,P,48,31,48,4,VA,PU,N,0
F112Q2010700,2508,809,Y,0,1,P,80,23,80,4,WV,SF,P,0
F112Q2011531,2509,788,N,0,1,P,59,44,59,4,MI,PU,C,0
F112Q2010922,2510,703,Y,0,1,P,80,39,80,4,IL,PU,P,0
F112Q2011469,2511,699,N,0,1,P,80,44,80,4,WA,SF,P,0
F112Q2011019,2512,791,Y,30,1,P,95,31,95,4,OH,SF,P,0
F112Q2012147,2513,760,N,0,1,P,62,27,62,4,MA,SF,C,0
F112Q2009939,2514,819,N,0,1,P,80,26,80,4,CO,PU,N,0
F112Q2008706,2515,693,Y,0,1,P,80,25,80,5,IL,SF,P,0
F112Q2010938,2516,788,N,30,1,P,92,28,92,4,IN,SF,N,0
F112Q2008315,2517,688,N,0,1,P,80,45,80,4,MN,SF,P,0
F112Q2009253,2518,796,N,0,1,P,59,49,59,4,MA,SF,N,0
F112Q2011372,2519,720,N,0,1,P,80,47,80,4,NY,SF,P,0
F112Q2012708,2520,717,N,0,1,P,29,44,29,4,CA,SF,C,0
F112Q2008951,2521,805,N,0,1,P,80,13,80,4,WI,SF,C,0
F112Q2010783,2522,766,Y,0,1,P,80,21,80,4,CA,SF,P,0
F112Q2012993,2523,767,N,0,1,S,75,14,75,4,UT,PU,P,0
F112Q2010655,2524,776,N,0,1,P,78,31,78,4,WI,SF,P,0
F112Q2010526,2525,782,N,0,1,P,48,34,48,4,IL,CO,C,0
F112Q2011046,2526,766,N,0,1,P,90,45,68,4,WA,SF,N,0
F112Q2009041,2527,790,N,0,1,S,80,25,80,4,RI,SF,P,0
F112Q2011018,2528,751,N,0,1,P,77,25,77,4,MI,SF,N,0
F112Q2012342,2529,769,N,0,1,P,93,31,80,4,AZ,PU,N,0
F112Q2008833,2530,809,N,0,1,I,75,29,75,5,WI,SF,P,0
F112Q2008422,2531,808,N,0,1,P,71,37,71,4,MI,SF,C,0
F112Q2012526,2532,718,N,0,1,P,63,35,63,4,OH,SF,C,0
F112Q2012216,2533,741,N,0,1,P,58,21,58,4,GA,SF,N,0
F112Q2010847,2534,804,N,0,1,S,65,34,65,4,NH,SF,N,0
F112Q2008622,2535,787,N,30,1,P,95,32,95,4,MA,SF,P,0
F112Q2008704,2536,788,N,0,1,P,80,37,80,5,NJ,SF,P,0
F112Q2012622,2537,729,N,0,1,P,80,22,80,4,TX,PU,P,0
F112Q2008893,2538,736,N,0,1,P,75,36,75,4,CA,SF,C,0
F112Q2009204,2539,694,N,0,1,P,83,41,60,4,CA,SF,N,0
F112Q2011513,2540,704,N,0,1,P,80,35,80,4,IL,SF,N,0
F112Q2010467,2541,733,N,25,1,P,90,43,90,5,MA,SF,P,0
F112Q2008372,2542,815,N,0,1,P,79,37,79,4,IL,SF,N,0
F112Q2008463,2543,747,N,0,1,P,55,25,55,4,NY,SF,C,0
F112Q2009665,2544,810,N,0,1,P,44,23,44,4,CO,PU,N,0
F112Q2009971,2545,760,N,0,1,P,68,40,68,4,OH,SF,N,0
F112Q2010066,2546,748,Y,0,1,P,80,44,80,4,NY,SF,P,0
F112Q2008541,2547,773,N,25,1,P,89,32,89,4,OH,SF,P,0
F112Q2008425,2548,742,N,0,1,P,26,15,26,4,WA,SF,P,0
F112Q2008922,2549,748,N,0,1,P,91,13,80,4,MI,SF,N,0
F112Q2008668,2550,785,N,25,1,P,90,48,90,4,AR,SF,P,0
F112Q2011022,2551,733,Y,0,1,P,79,35,79,4,IN,SF,P,0
F112Q2011435,2552,769,N,0,1,P,80,37,80,4,MO,SF,P,0
F112Q2010701,2553,771,N,0,1,P,80,27,80,4,VT,SF,C,0
F112Q2008930,2554,734,N,0,1,P,80,24,80,5,VA,PU,C,0
F112Q2010038,2555,783,N,0,1,P,80,37,80,4,IA,SF,N,0
F112Q2010568,2556,750,N,0,1,P,80,35,80,4,WI,SF,C,0
F112Q2009231,2557,755,N,0,1,P,69,22,69,4,CA,SF,N,0
F112Q2010579,2558,710,Y,0,1,P,30,45,30,4,NJ,CO,P,0
F112Q2008507,2559,820,N,0,1,P,70,19,70,4,UT,SF,N,0
F112Q2011672,2560,783,N,0,1,P,84,32,65,4,WI,SF,N,0
F112Q2012986,2561,760,N,0,1,P,80,20,80,4,IA,SF,N,0
F112Q2009332,2562,787,Y,0,1,P,66,8,66,4,CO,PU,P,0
F112Q2012563,2563,726,N,0,3,I,75,20,75,5,IL,SF,N,0
F112Q2010345,2564,802,N,0,1,P,73,19,73,4,VT,SF,N,0
F112Q2010283,2565,819,N,0,1,I,60,18,60,4,WA,SF,C,0
F112Q2010664,2566,795,N,0,1,S,68,36,68,4,MI,CO,C,0
F112Q2011768,2567,709,N,0,1,P,90,31,80,4,MN,SF,P,0
F112Q2012002,2568,816,N,0,1,S,80,22,80,4,WI,SF,N,0
F112Q2010749,2569,734,N,0,1,P,78,31,78,4,CT,SF,C,0
F112Q2012872,2570,728,N,25,1,P,90,33,90,4,VA,PU,P,0
F112Q2012898,2571,730,N,0,1,I,66,61,66,4,IL,CO,N,1
F112Q2011473,2572,681,N,0,1,P,78,40,78,5,FL,PU,C,0
F112Q2010672,2573,770,N,0,1,P,80,48,80,4,MD,CO,P,0
F112Q2012766,2574,744,N,30,1,P,95,40,95,4,WA,PU,P,0
F112Q2011011,2575,703,N,0,1,P,76,34,76,4,IN,SF,N,0
F112Q2008596,2576,682,Y,30,1,P,95,40,95,4,OR,SF,P,0
F112Q2008714,2577,784,N,0,1,P,80,24,80,4,FL,SF,P,0
F112Q2008689,2578,726,N,0,1,P,73,31,73,4,IL,SF,C,0
F112Q2008983,2579,742,Y,0,1,P,70,33,70,4,CT,SF,P,0
F112Q2012716,2580,789,N,30,1,P,95,35,95,4,IA,SF,P,0
F112Q2011958,2581,763,N,0,1,P,62,47,62,4,NJ,SF,N,0
F112Q2011326,2582,744,N,0,1,P,37,30,33,4,IN,PU,N,0
F112Q2012692,2583,786,N,0,1,P,71,25,71,4,CO,SF,N,0
F112Q2008859,2584,719,N,30,1,P,95,45,95,5,IL,CO,P,0
F112Q2012227,2585,788,N,0,1,I,75,42,75,4,CA,PU,P,0
F112Q2011160,2586,803,N,0,1,P,80,23,80,4,FL,PU,P,0
F112Q2009694,2587,792,N,0,1,P,80,34,80,4,CA,CO,N,0
F112Q2008324,2588,753,N,25,1,P,88,30,88,4,MT,SF,N,0
F112Q2011195,2589,791,N,0,1,P,64,44,53,4,OR,SF,N,0
F112Q2010183,2590,799,N,0,1,I,75,32,75,4,CA,SF,C,0
F112Q2008225,2591,806,N,0,1,P,72,28,72,4,MI,SF,N,0
F112Q2010098,2592,788,N,0,1,P,47,15,47,4,MA,SF,P,0
F112Q2012757,2593,732,N,0,1,P,48,16,48,4,NC,SF,C,0
F112Q2008862,2594,677,N,0,1,P,80,42,80,5,IL,SF,P,0
F112Q2009535,2595,744,N,0,1,P,80,37,80,4,WI,SF,N,0
F112Q2012688,2596,787,N,0,2,I,70,27,70,5,WI,SF,C,0
F112Q2009944,2597,777,N,0,1,P,66,40,66,4,CA,SF,N,0
F112Q2011948,2598,809,N,0,1,P,78,27,78,4,MT,SF,N,0
F112Q2012474,2599,734,N,30,1,P,93,42,93,4,ND,SF,P,0
F112Q2010479,2600,790,N,0,1,P,77,26,77,4,MA,SF,C,0
F112Q2010058,2601,749,N,0,1,P,72,24,72,4,NH,SF,N,0
F112Q2008029,2602,712,N,25,1,P,87,36,87,4,SC,SF,N,0
F112Q2008182,2603,774,N,0,1,P,45,34,45,4,MA,SF,C,1
F112Q2011364,2604,760,N,0,1,S,52,48,52,4,WA,SF,N,0
F112Q2009196,2605,756,N,0,1,P,89,45,80,4,WI,SF,N,0
F112Q2009700,2606,804,N,0,1,P,52,37,52,4,OR,SF,P,0
F112Q2011803,2607,662,N,0,1,P,61,31,59,4,UT,SF,N,0
F112Q2008032,2608,794,N,0,1,P,80,27,75,4,MA,CO,N,0
F112Q2012043,2609,819,N,0,1,P,68,32,68,4,CA,SF,N,0
F112Q2011366,2610,785,N,0,1,P,73,30,73,4,NY,SF,P,0
F112Q2012916,2611,775,N,0,1,P,61,26,61,4,IN,SF,N,0
F112Q2008123,2612,776,N,0,1,P,59,33,59,4,MA,CO,C,1
F112Q2009254,2613,767,N,30,1,P,95,27,95,5,WA,SF,N,0
F112Q2012139,2614,712,N,0,1,P,77,19,77,4,MD,PU,N,0
F112Q2012225,2615,751,N,0,1,P,80,32,80,4,MD,SF,P,0
F112Q2010717,2616,723,N,0,1,P,77,38,77,4,IA,SF,C,0
F112Q2012605,2617,797,Y,30,1,P,95,24,95,4,TX,SF,P,0
F112Q2008540,2618,750,N,0,1,P,74,23,74,4,MN,SF,N,0
F112Q2011971,2619,725,N,0,1,P,80,31,66,4,CA,SF,N,0
F112Q2008410,2620,711,N,30,1,P,91,40,91,4,CO,SF,N,0
F112Q2010574,2621,668,Y,0,1,P,80,32,80,5,MD,SF,P,0
F112Q2009887,2622,676,N,0,1,P,70,45,70,4,SD,SF,P,0
F112Q2008456,2623,783,N,0,1,P,74,20,74,4,MO,PU,P,0
F112Q2011833,2624,808,N,0,1,P,79,42,79,4,WI,SF,C,0
F112Q2012700,2625,808,N,0,1,P,80,8,80,4,MO,SF,C,0
F112Q2009496,2626,771,N,0,1,P,62,46,62,4,NY,SF,N,0
F112Q2008277,2627,774,N,0,1,P,47,16,47,4,PA,PU,P,0
F112Q2010634,2628,780,Y,30,1,P,95,39,95,5,PA,SF,P,0
F112Q2008676,2629,778,N,0,2,P,75,29,75,4,NY,SF,C,0
F112Q2011268,2630,789,N,12,1,P,85,26,85,4,IL,SF,N,0
F112Q2012008,2631,756,N,0,1,P,40,42,38,4,CA,PU,N,0
F112Q2012928,2632,806,N,0,1,P,38,34,38,4,CA,SF,N,0
F112Q2011025,2633,794,N,0,1,P,80,23,80,4,IN,SF,C,0
F112Q2012232,2634,770,N,0,1,S,80,35,80,4,MN,SF,P,0
F112Q2009566,2635,766,N,0,1,P,63,24,63,4,OH,SF,N,0
F112Q2010559,2636,798,N,0,1,P,71,45,71,4,IN,SF,N,0
F112Q2008669,2637,701,N,0,1,P,80,31,80,4,OK,SF,N,0
F112Q2012816,2638,802,N,30,1,P,95,26,95,5,KY,SF,N,0
F112Q2012543,2639,775,N,0,1,P,80,19,80,4,MI,SF,P,0
F112Q2008414,2640,767,N,0,1,P,80,42,80,4,CA,PU,C,0
F112Q2009215,2641,812,N,0,1,S,70,38,70,4,FL,CO,P,0
F112Q2008022,2642,764,Y,0,1,P,50,27,50,4,MA,CO,P,0
F112Q2011505,2643,734,N,0,1,P,64,40,64,4,OH,PU,P,0
F112Q2008331,2644,809,N,0,2,P,80,38,80,4,IL,SF,N,0
F112Q2010470,2645,746,N,0,1,P,80,43,80,4,TN,PU,N,0
F112Q2011877,2646,773,N,0,1,P,80,44,80,5,ME,CO,P,0
F112Q2012168,2647,725,N,0,1,P,80,30,80,4,IA,SF,P,0
F112Q2012732,2648,813,N,25,1,P,90,26,90,4,IN,SF,N,0
F112Q2012044,2649,733,N,0,1,P,65,34,65,4,GA,SF,N,0
F112Q2008238,2650,734,Y,0,1,P,80,42,80,4,WA,CO,P,0
F112Q2011209,2651,779,N,0,1,I,75,31,75,4,OH,SF,N,0
F112Q2009620,2652,728,Y,12,1,P,85,38,85,4,IL,SF,P,0
F112Q2012596,2653,667,N,0,1,P,90,24,80,5,MN,SF,P,0
F112Q2010793,2654,809,N,0,1,P,70,20,70,4,WI,SF,N,0
F112Q2012060,2655,746,N,0,1,P,29,16,27,4,CA,SF,N,0
F112Q2011907,2656,797,N,0,1,P,62,33,62,4,AZ,SF,C,0
F112Q2011784,2657,797,N,0,1,P,80,20,80,4,WI,SF,C,0
F112Q2012728,2658,720,N,0,1,P,75,23,75,4,TN,SF,N,0
F112Q2011981,2659,768,N,0,1,P,78,35,59,4,NJ,PU,N,0
F112Q2009593,2660,750,Y,0,1,P,80,25,80,4,WA,SF,P,0
F112Q2009993,2661,753,N,0,1,P,80,41,80,4,TX,PU,P,0
F112Q2012797,2662,820,N,0,1,P,33,41,33,4,NY,SF,N,0
F112Q2011697,2663,794,N,0,1,P,74,34,74,4,MA,CO,N,0
F112Q2011873,2664,710,N,30,1,P,95,41,95,5,KS,SF,P,0
F112Q2009769,2665,812,N,0,1,P,29,12,29,4,MA,SF,C,0
F112Q2012723,2666,782,N,0,1,P,80,19,80,4,KS,SF,P,0
F112Q2010906,2667,703,Y,30,1,P,95,29,95,4,MI,SF,P,0
F112Q2012071,2668,782,N,0,1,I,75,43,75,4,OR,PU,P,0
F112Q2009060,2669,764,N,25,1,P,90,44,90,4,IN,SF,P,0
F112Q2010564,2670,799,N,25,1,P,90,20,90,4,NM,SF,N,0
F112Q2011406,2671,725,N,0,1,P,66,36,66,4,WA,PU,C,0
F112Q2012779,2672,782,N,0,1,P,38,40,38,4,MD,CO,C,0
F112Q2012464,2673,825,N,12,1,P,84,14,84,4,IN,SF,N,0
F112Q2008049,2674,813,N,0,1,P,49,24,49,4,PA,SF,P,0
F112Q2011576,2675,761,N,0,1,P,80,40,49,4,IL,PU,C,0
F112Q2012854,2676,756,Y,30,1,P,95,40,95,4,NY,SF,P,0
F112Q2012493,2677,740,N,0,1,P,49,39,49,4,IL,SF,C,0
F112Q2008481,2678,627,N,0,1,P,80,22,80,5,UT,SF,C,0
F112Q2010621,2679,736,Y,25,1,P,90,44,90,4,CA,SF,P,0
F112Q2011831,2680,739,N,0,1,P,80,11,80,4,IL,SF,C,0
F112Q2008763,2681,783,Y,12,1,P,82,45,82,4,IL,SF,P,0
F112Q2010930,2682,686,N,0,1,P,22,32,22,4,NJ,SF,C,0
F112Q2010085,2683,735,N,12,1,P,84,29,84,4,MO,PU,P,0
F112Q2010618,2684,797,N,0,1,P,80,31,80,4,IL,PU,N,0
F112Q2008431,2685,768,N,30,1,P,94,37,94,4,MI,SF,N,0
F112Q2011677,2686,740,N,0,4,I,66,25,66,5,NY,SF,C,0
F112Q2009437,2687,811,N,0,1,P,90,35,80,4,MI,SF,N,0
F112Q2012746,2688,718,N,0,1,I,31,36,31,4,CA,SF,N,0
F112Q2012645,2689,701,N,0,1,P,54,5,54,4,FL,SF,N,0
F112Q2011949,2690,756,Y,0,1,P,75,41,75,4,RI,SF,P,0
F112Q2008239,2691,792,N,0,1,P,74,32,74,4,IL,SF,N,0
F112Q2009319,2692,733,N,30,1,P,80,22,80,4,WI,SF,P,0
F112Q2012016,2693,811,N,0,1,P,41,20,41,4,NJ,SF,N,0
F112Q2012090,2694,705,N,0,1,P,75,39,75,4,FL,SF,N,1
F112Q2010881,2695,812,N,0,1,P,77,34,77,4,KY,SF,N,0
F112Q2012248,2696,814,N,0,1,P,37,50,37,4,ME,SF,C,0
F112Q2012151,2697,759,N,30,1,P,95,29,95,4,MN,SF,P,0
F112Q2012930,2698,759,N,0,1,P,80,40,80,4,AZ,SF,N,0
F112Q2012833,2699,648,N,0,1,P,80,40,80,4,OH,SF,N,0
F112Q2011127,2700,734,N,25,1,P,90,29,90,4,OH,PU,P,0
F112Q2011952,2701,694,N,0,1,P,80,35,80,4,WI,SF,N,0
F112Q2012256,2702,750,N,0,1,I,36,42,36,5,MA,SF,C,0
F112Q2009715,2703,678,N,0,1,P,80,24,80,4,GU,SF,P,0
F112Q2009467,2704,762,N,25,1,P,87,17,87,4,OR,SF,N,0
F112Q2012542,2705,790,N,0,1,P,78,30,78,4,MI,SF,C,0
F112Q2008367,2706,767,N,0,1,P,73,26,73,4,CO,PU,P,0
F112Q2010670,2707,701,N,0,1,P,80,37,80,4,MD,PU,P,0
F112Q2009570,2708,709,Y,25,1,P,90,28,90,5,TX,PU,P,0
F112Q2010878,2709,803,N,12,1,P,85,24,85,4,OH,SF,P,0
F112Q2008810,2710,800,N,0,1,P,75,35,62,4,CA,SF,N,0
F112Q2009632,2711,728,N,0,1,P,80,45,80,4,CA,SF,P,0
F112Q2009735,2712,783,N,0,1,I,75,25,75,5,DC,SF,N,1
F112Q2010108,2713,751,N,0,1,P,80,24,80,4,MA,SF,C,0
F112Q2008095,2714,706,N,0,1,P,45,43,45,4,NC,PU,C,0
F112Q2012128,2715,739,N,0,1,P,60,42,60,4,MD,SF,P,0
F112Q2011720,2716,800,N,0,1,P,80,20,80,4,ID,SF,N,0
F112Q2008393,2717,750,N,0,1,P,77,30,77,4,KY,SF,N,0
F112Q2010204,2718,719,N,30,1,P,95,32,95,4,MI,SF,N,0
F112Q2008259,2719,784,N,0,1,P,72,36,72,4,LA,SF,C,0
F112Q2009134,2720,755,N,0,1,P,43,35,43,4,TX,SF,C,0
F112Q2008582,2721,779,N,25,1,P,90,43,90,4,IN,SF,P,0
F112Q2009216,2722,647,N,0,1,P,73,19,73,5,KY,SF,C,0
F112Q2008505,2723,758,N,0,1,S,80,8,72,4,MO,SF,P,0
F112Q2009564,2724,791,N,0,1,P,60,42,60,4,VA,PU,P,0
F112Q2012004,2725,811,N,0,1,P,80,42,80,4,IN,PU,P,0
F112Q2010946,2726,780,N,0,1,P,60,26,60,4,OH,SF,P,0
F112Q2008800,2727,781,N,0,1,P,75,45,75,4,CA,SF,C,0
F112Q2009089,2728,798,N,0,1,P,55,44,55,4,NJ,CO,P,0
F112Q2012446,2729,682,N,0,1,P,80,38,80,4,NY,SF,N,0
F112Q2008048,2730,806,N,0,1,I,74,22,74,5,IN,CO,P,0
F112Q2008068,2731,792,N,0,1,P,59,21,59,4,MD,SF,C,0
F112Q2009092,2732,745,N,30,1,P,95,33,95,4,MI,SF,N,0
F112Q2009879,2733,762,N,0,1,P,69,25,69,4,WA,CO,C,0
F112Q2012243,2734,809,N,0,1,P,75,35,75,4,NC,PU,N,0
F112Q2010366,2735,788,N,0,1,P,80,36,80,4,CA,SF,N,0
F112Q2011479,2736,706,N,0,1,P,80,44,80,5,FL,PU,P,0
F112Q2011311,2737,769,N,0,1,P,80,42,80,4,PA,SF,C,0
F112Q2011486,2738,737,N,0,1,P,68,50,68,4,TX,SF,P,0
F112Q2008814,2739,729,N,0,1,P,52,32,52,4,CA,SF,N,0
F112Q2011202,2740,722,N,0,1,P,80,20,80,4,OH,PU,P,0
F112Q2012308,2741,720,Y,0,1,P,75,47,75,4,CA,SF,P,0
F112Q2009334,2742,750,N,30,1,P,93,40,93,4,WI,SF,N,0
F112Q2010072,2743,785,N,0,1,P,68,29,68,4,NJ,SF,N,0
F112Q2010673,2744,808,N,0,1,P,75,22,75,4,VA,SF,P,0
F112Q2010368,2745,721,N,25,1,P,90,37,90,4,MA,SF,N,0
F112Q2010342,2746,809,N,0,1,I,75,44,75,5,MA,SF,P,0
F112Q2008344,2747,706,N,0,1,P,58,32,58,4,IN,PU,P,0
F112Q2011188,2748,778,N,0,1,P,80,26,80,4,OH,SF,C,0
F112Q2008691,2749,769,N,25,1,P,90,30,90,4,IL,SF,N,0
F112Q2011324,2750,795,N,0,1,P,80,38,80,4,OH,SF,C,0
F112Q2011073,2751,740,N,0,1,P,80,30,80,4,FL,PU,P,0
F112Q2009071,2752,783,N,0,1,S,80,16,80,4,NM,PU,P,0
F112Q2009289,2753,809,N,0,1,P,78,26,78,5,OR,SF,N,0
F112Q2012269,2754,772,N,0,1,P,75,21,75,4,CA,SF,N,0
F112Q2008178,2755,776,N,0,1,P,80,23,80,4,IN,SF,C,1
F112Q2009484,2756,776,N,0,1,I,63,30,63,4,GA,SF,N,0
F112Q2011559,2757,677,N,0,1,S,80,36,80,4,NC,SF,P,1
F112Q2008008,2758,793,N,0,1,P,91,40,80,4,PA,PU,N,0
F112Q2008395,2759,761,N,30,1,P,95,36,95,4,WA,SF,P,0
F112Q2011467,2760,686,N,0,1,P,70,27,70,4,OH,SF,P,0
F112Q2008069,2761,799,N,0,1,P,65,29,65,4,SC,SF,N,0
F112Q2011466,2762,786,N,30,1,P,95,33,95,4,MO,PU,P,0
F112Q2012836,2763,785,N,0,1,P,51,10,51,4,WI,SF,C,0
F112Q2008483,2764,746,N,0,1,P,70,39,70,4,CA,SF,N,0
F112Q2011265,2765,686,N,0,1,P,75,18,75,4,MO,SF,P,0
F112Q2008198,2766,694,N,0,1,P,80,24,80,4,MI,SF,N,0
F112Q2010624,2767,797,N,0,1,P,73,32,73,4,HI,SF,N,0
F112Q2010133,2768,770,N,25,1,P,89,26,89,4,TX,PU,N,0
F112Q2009611,2769,788,N,0,1,P,67,34,67,4,CA,PU,N,0
F112Q2010792,2770,754,N,0,2,P,64,49,64,4,WI,SF,C,0
F112Q2008634,2771,770,N,25,1,P,90,19,90,4,IL,SF,N,0
F112Q2008118,2772,760,N,0,1,P,80,19,80,4,ME,SF,C,0
F112Q2010061,2773,793,N,0,1,P,75,45,75,4,CA,SF,C,0
F112Q2012403,2774,756,N,0,1,I,57,33,48,4,CA,SF,N,0
F112Q2009872,2775,805,N,0,1,P,80,35,80,4,WA,PU,N,0
F112Q2012834,2776,791,N,0,1,P,75,40,75,4,NY,SF,C,0
F112Q2009704,2777,800,N,12,1,P,83,28,83,4,UT,PU,N,0
F112Q2010412,2778,750,N,0,1,P,78,33,78,4,AL,PU,N,0
F112Q2008556,2779,769,N,0,1,P,75,49,75,4,MI,CO,N,0
F112Q2009610,2780,783,N,0,1,P,80,24,80,4,OR,SF,P,0
F112Q2010123,2781,799,N,0,1,P,60,14,60,5,OH,SF,N,0
F112Q2009956,2782,753,N,0,1,P,55,49,55,4,CA,CO,P,0
F112Q2010692,2783,688,N,0,1,P,63,46,63,4,IL,SF,N,0
F112Q2009317,2784,759,N,0,1,P,55,21,55,4,CA,SF,N,0
F112Q2010449,2785,786,N,0,1,P,62,20,62,4,CA,PU,N,0
F112Q2011741,2786,734,N,0,1,S,70,39,70,4,HI,CO,N,0
F112Q2011402,2787,779,N,0,1,P,67,29,67,4,AZ,PU,P,0
F112Q2011721,2788,763,N,0,1,P,69,50,69,4,HI,CO,C,0
F112Q2010522,2789,654,N,0,1,P,69,43,69,4,MA,SF,C,0
F112Q2011735,2790,794,N,0,1,P,71,27,35,4,OH,SF,N,0
F112Q2010611,2791,735,Y,30,1,P,93,41,93,4,WA,CO,P,0
F112Q2012629,2792,688,N,0,1,P,63,34,63,4,MA,SF,N,0
F112Q2012917,2793,777,N,25,1,P,90,45,90,4,IL,CO,P,0
F112Q2010011,2794,799,N,0,1,P,54,24,54,4,MO,SF,P,0
F112Q2010786,2795,774,N,0,1,P,75,30,75,4,KY,SF,C,0
F112Q2010972,2796,809,N,0,1,P,75,24,75,4,OH,CO,C,0
F112Q2012143,2797,778,N,0,1,P,76,22,76,4,ME,SF,N,0
F112Q2010771,2798,747,N,0,1,P,75,16,75,4,CT,CO,N,1
F112Q2008472,2799,738,N,30,1,P,89,39,89,4,IN,SF,N,0
F112Q2011646,2800,805,N,0,1,P,80,14,80,4,DC,PU,P,0
F112Q2011149,2801,686,N,25,1,P,90,44,90,4,IN,PU,P,0
F112Q2011059,2802,807,N,0,1,P,53,45,53,4,MI,SF,N,0
F112Q2009932,2803,806,N,0,1,P,78,39,69,4,GA,PU,N,0
F112Q2010820,2804,793,N,0,1,P,75,20,75,4,OH,CO,C,0
F112Q2008077,2805,809,Y,0,1,P,80,24,80,4,MO,SF,P,0
F112Q2008282,2806,803,N,0,1,P,74,33,74,4,MN,SF,N,0
F112Q2011863,2807,799,N,0,1,P,77,20,77,4,NH,SF,N,0
F112Q2012395,2808,812,N,0,1,P,80,39,80,4,CA,SF,P,0
F112Q2012614,2809,744,N,0,1,I,49,34,49,4,CA,SF,N,0
F112Q2011801,2810,787,N,0,1,P,68,14,68,4,IA,SF,C,0
F112Q2010139,2811,724,N,0,1,P,67,40,67,4,AZ,SF,P,0
F112Q2008604,2812,796,N,0,1,P,85,34,80,4,IL,SF,P,0
F112Q2011596,2813,805,N,0,1,P,64,38,64,4,KS,PU,N,0
F112Q2011736,2814,738,N,0,1,P,56,22,56,4,OH,SF,N,0
F112Q2009863,2815,791,N,0,1,P,89,33,58,4,CO,SF,N,0
F112Q2012706,2816,768,N,0,2,P,80,41,80,4,ME,SF,P,0
F112Q2012919,2817,785,N,0,1,P,78,40,78,4,IL,SF,P,0
F112Q2012539,2818,706,Y,0,1,P,78,22,78,4,IN,SF,P,0
F112Q2010119,2819,666,N,0,1,P,57,39,57,4,OK,SF,C,0
F112Q2012031,2820,783,N,0,1,P,70,23,70,4,MI,SF,C,0
F112Q2012710,2821,723,N,25,1,P,90,24,90,4,MI,CO,P,0
F112Q2010105,2822,777,N,30,1,P,92,27,92,4,MA,SF,N,0
F112Q2009034,2823,701,N,0,1,P,77,20,77,4,KS,SF,C,0
F112Q2010227,2824,760,N,25,1,P,87,24,87,4,TX,PU,N,0
F112Q2010122,2825,788,N,0,1,P,80,21,80,4,MI,SF,N,0
F112Q2008208,2826,705,Y,0,1,P,90,32,77,4,WI,SF,P,0
F112Q2009005,2827,781,N,30,1,P,95,41,95,4,MA,SF,P,0
F112Q2011341,2828,792,N,0,1,P,58,29,58,4,MO,SF,N,0
F112Q2011334,2829,759,Y,0,1,P,67,41,67,4,WI,SF,P,0
F112Q2009222,2830,780,N,0,1,I,75,9,75,4,WA,SF,C,0
F112Q2011150,2831,773,N,0,1,P,80,32,80,4,IL,PU,N,0
F112Q2009468,2832,772,N,0,1,I,80,23,80,5,FL,PU,P,0
F112Q2012703,2833,736,N,0,1,I,75,41,75,5,TN,PU,P,0
F112Q2012641,2834,802,N,0,1,P,47,30,47,4,DC,SF,C,0
F112Q2011299,2835,778,N,0,1,P,80,41,80,4,MI,SF,N,0
F112Q2012818,2836,782,N,0,1,P,56,13,56,4,MD,SF,N,0
F112Q2009578,2837,743,N,0,1,P,80,41,70,4,NJ,SF,N,0
F112Q2012549,2838,770,N,0,1,P,77,45,77,4,ND,SF,N,0
F112Q2010745,2839,675,Y,0,1,P,70,40,70,4,IL,SF,P,0
F112Q2009168,2840,808,N,0,1,P,79,15,79,4,PA,SF,N,0
F112Q2012788,2841,817,N,0,1,P,66,18,66,4,CT,SF,N,0
F112Q2008777,2842,793,N,0,1,P,70,37,70,4,AZ,PU,C,0
F112Q2008707,2843,764,Y,25,1,P,90,36,90,5,NJ,CO,P,0
F112Q2012705,2844,798,N,25,1,P,90,37,90,4,VT,SF,P,0
F112Q2008189,2845,744,N,0,1,P,71,12,62,4,CT,SF,C,0
F112Q2009112,2846,807,N,0,1,P,80,25,80,4,ME,SF,P,0
F112Q2012321,2847,749,N,0,1,P,74,41,65,4,VA,SF,N,0
F112Q2012415,2848,801,N,0,1,P,80,14,80,4,MA,SF,N,0
F112Q2012356,2849,734,N,0,1,P,72,38,55,4,WA,SF,P,0
F112Q2009687,2850,815,N,0,1,P,40,22,40,4,VA,PU,C,0
F112Q2008011,2851,809,N,0,1,P,73,26,73,4,UT,SF,N,0
F112Q2009517,2852,778,N,0,1,P,60,43,52,4,IL,SF,N,0
F112Q2010186,2853,772,N,0,1,P,80,27,80,4,OH,SF,C,0
F112Q2011747,2854,697,N,0,1,P,35,20,35,4,IN,SF,N,0
F112Q2009559,2855,757,N,30,1,P,95,37,95,4,OH,SF,P,0
F112Q2008423,2856,787,N,0,1,P,77,40,77,4,MI,CO,C,0
